DR Number,Victim Age,Victim Sex,Victim Descent
131115608,58,M,H
101320455,61,M,H
101320473,18,F,H
101320485,18,M,H
101320492,21,M,B
101320528,35,F,H
101320568,15,M,H
101320719,43,F,H
101320571,45,M,W
101320573,18,F,H
101320574,18,M,H
101320586,29,M,B
101320645,18,F,H
101320670,19,M,H
131115649,32,M,H
101320817,14,F,F
101320818,35,F,H
101320825,29,M,H
101320826,26,F,H
101320832,39,M,H
101320854,17,F,H
101320896,15,M,B
101320904,26,F,B
101320907,20,F,B
101320950,18,M,H
131115686,54,M,W
101321000,19,M,H
101321004,20,M,H
101321005,50,F,H
101321018,26,F,W
101321079,66,M,W
131115699,38,F,W
101321108,47,M,H
101321111,20,F,H
131115708,28,M,H
101321174,19,F,B
101321187,38,M,H
101321191,46,F,B
101321204,29,F,H
101321220,26,F,B
101321221,29,M,H
131115720,52,F,H
101321300,15,M,B
101321306,46,M,H
101321312,37,M,H
101321332,20,M,H
101321359,18,F,H
141112705,32,F,H
101321483,51,M,H
101321496,46,F,B
131115775,45,F,H
101321747,19,M,B
131115799,36,F,H
101321760,26,F,H
131115800,35,F,H
101321802,21,M,H
101321842,25,M,H
131115827,51,F,W
101321971,25,M,H
101321972,25,F,B
101321975,19,M,H
101322005,19,F,B
101322021,40,M,H
101322064,15,M,H
101322093,17,M,H
131115851,19,F,B
101322113,14,F,H
101322157,36,M,H
101322159,62,M,B
101322213,11,F,H
101322214,33,F,B
101322324,39,M,H
101322337,17,F,H
101322338,14,F,H
101322348,23,F,H
101322351,65,F,H
101322395,40,F,H
131115922,30,F,W
101322443,45,M,H
101322463,60,M,B
101322478,18,F,H
101322531,35,F,B
101322536,12,M,H
101322540,17,F,H
101322570,32,F,H
101322578,28,F,W
131115965,17,M,W
101322806,20,M,H
101322668,23,M,H
101322681,19,M,H
101322705,16,F,H
101322706,75,M,B
101322708,45,M,H
101322724,19,M,H
101322777,14,M,H
101322780,35,F,H
101322792,39,F,H
101322800,18,F,H
101322814,46,M,B
101322816,21,F,B
101322932,22,M,W
101322933,19,M,H
101322934,53,F,H
101322939,37,M,H
101322953,49,F,B
101323007,29,M,H
101323016,26,F,H
101323017,31,F,H
101323049,49,F,H
101323076,15,M,H
101323092,22,F,H
101323145,45,F,H
101323155,36,F,H
101323157,17,F,H
101323192,29,F,B
101323227,31,F,H
101323237,28,M,H
131116068,61,M,H
101323304,25,F,H
101323272,24,F,H
101323283,17,F,H
101323284,29,F,H
101323301,44,M,H
101323323,35,M,H
101323328,31,F,B
101323331,32,M,H
101323335,21,M,H
101323336,52,F,B
101323345,17,M,B
101323352,17,M,H
101323393,29,F,O
101323404,16,F,H
101323405,18,M,H
101323416,40,F,H
101323421,46,M,H
131116123,15,F,H
101323451,35,F,H
131116125,18,M,H
101323520,50,M,B
101323524,28,F,H
101323544,18,F,B
101323564,46,F,W
101323565,18,F,H
101323567,25,F,H
101323569,38,F,H
101323575,13,F,H
101323597,15,M,H
101323616,14,M,B
101323669,27,M,H
101323684,28,F,H
101323718,44,F,H
131116189,18,M,H
101323759,52,F,H
101323760,40,F,H
101323815,18,M,H
101323836,45,M,H
101323886,17,M,H
101323887,42,F,H
101323889,28,F,B
101323933,54,F,H
101323947,24,F,H
101323965,52,M,W
101323980,22,F,B
101324013,26,F,H
101324036,18,F,B
101324037,53,F,H
101324039,39,F,H
101324051,23,F,B
101324098,50,F,H
101324129,51,M,B
101324140,46,F,B
101324179,58,F,H
101324182,57,F,H
101324188,31,F,H
101324190,42,F,B
101324232,61,F,B
131116262,54,M,H
101324277,16,F,B
101324303,30,F,H
101324328,64,F,H
101324343,23,M,H
101324422,23,F,H
101324450,17,M,H
101324451,12,F,B
101324457,44,F,B
131116307,53,M,W
101324511,38,F,H
101324512,35,F,H
101324515,15,M,H
101324519,40,F,B
101324523,52,M,B
101324536,45,M,B
101324580,38,M,H
101324582,27,F,H
101325115,51,M,H
101324654,16,M,H
101324671,19,M,B
101324672,53,M,H
101324702,18,M,B
101324716,16,F,H
101324789,29,M,H
101324799,18,F,H
131116365,56,M,W
101324846,16,M,H
101324894,35,F,H
101324909,36,F,H
101325084,18,F,H
101325000,37,M,H
101325021,51,F,H
101325043,22,M,H
101325044,19,M,H
131116402,38,F,W
131116403,81,F,W
101325058,17,M,H
101325073,24,F,H
101325081,19,F,H
101325097,18,M,H
101325148,56,M,B
131116429,59,F,B
101325228,32,F,B
131116450,61,F,W
101325303,21,F,H
101325310,24,M,H
101325375,22,F,B
101325397,16,F,H
101325405,21,F,H
101325454,30,M,H
101325464,26,F,B
101325470,46,M,H
101325474,36,M,H
101325487,14,M,H
101325503,27,F,H
101325536,48,M,B
101325597,40,F,A
101325598,15,M,B
101325622,45,F,H
101325629,45,M,H
101325644,57,M,B
101325676,13,M,H
101325678,22,F,H
101325689,43,M,B
101325732,45,F,H
101325735,35,M,H
101325736,38,M,H
131116529,44,F,H
101325799,47,M,H
101325810,24,F,H
101325821,60,F,H
101325824,18,M,H
101325830,18,M,H
101325831,27,F,H
101325856,56,F,H
101325859,39,M,B
101325861,23,M,W
131116568,39,M,O
101325871,16,M,H
131116580,16,F,H
131116588,73,M,H
101326001,38,F,H
101326020,28,M,W
131116596,26,F,W
131116601,16,F,H
101326049,37,F,H
101326093,26,M,H
131116629,26,M,H
101326207,19,F,H
101326582,52,F,B
101326241,51,M,B
101326284,30,F,H
101326295,54,F,B
101326326,19,M,H
101326389,31,M,H
101326462,34,M,W
101326470,56,F,B
101326588,19,M,H
101326581,23,F,H
131116694,35,M,H
101326639,11,M,H
101326676,39,F,H
101326690,38,F,H
101326691,35,F,H
101326695,24,F,H
101326702,42,F,H
101326794,32,M,H
101326801,40,M,B
131116724,42,M,W
101326861,24,F,H
101326862,27,F,B
101326875,21,M,H
101326904,34,M,H
101326908,18,M,H
101326910,54,M,H
101326913,29,F,H
101326921,50,F,H
101326946,43,M,H
101326947,17,M,H
101326965,38,F,H
101326988,25,F,B
101326991,24,F,H
101327016,17,F,H
101327099,29,M,B
101327130,22,F,W
101327157,19,M,H
101327168,18,F,H
101327169,14,M,H
101327221,31,F,H
101327222,21,F,H
101327283,59,M,H
101327310,19,F,B
101327326,34,M,H
101327339,44,F,W
101327413,42,M,B
101327427,46,F,B
101327454,51,M,B
101327465,21,F,B
101327484,28,F,H
101327501,30,M,H
101327503,49,F,H
101327545,27,F,H
101327546,29,F,O
101327547,24,F,H
101327556,25,M,H
101327614,31,M,H
101327642,83,M,B
101327643,18,M,H
101327660,61,M,H
101327661,46,F,H
101327662,61,M,H
101327685,15,F,H
101327689,26,F,W
101327696,22,M,H
101327738,21,M,H
101327775,47,F,B
101327806,49,M,H
101327810,13,M,H
101327811,13,M,H
101327813,24,F,B
101327815,22,F,B
101327816,34,F,B
101327828,14,F,H
101327834,61,M,B
101327852,38,M,B
101327854,15,M,H
101327865,17,M,H
101327915,27,F,H
101327950,24,M,W
101327985,17,M,H
101327991,62,M,H
101328000,31,M,B
101328044,46,M,H
101328047,26,M,H
101328055,26,F,H
101328059,51,M,B
101328081,48,M,B
101328087,40,M,B
101400583,21,F,W
101400586,40,M,H
101400642,41,F,W
131116979,22,F,H
101400713,46,F,W
101400763,23,M,A
101400775,19,M,B
101400860,38,M,W
101400861,54,M,W
101400894,34,F,W
101400900,34,M,B
131117026,29,M,H
131117027,25,M,H
101400980,34,M,H
101401040,40,M,W
101401103,15,M,W
101401123,38,M,H
101401271,25,M,H
131117111,20,M,H
131117120,16,F,H
101401299,13,M,W
131117123,33,F,A
101401326,42,M,H
101401455,61,M,W
101401615,21,M,W
101404041,33,M,W
101404042,35,F,H
101404049,24,M,H
131117241,39,F,H
101404171,19,M,B
101404175,26,F,W
101404189,50,M,O
101404404,30,M,B
101404426,44,M,W
101404428,41,M,W
101404462,59,F,B
101404464,67,F,H
101404571,52,M,W
101404583,30,M,O
131117310,27,F,B
101404691,25,M,O
101404920,22,F,O
101404966,37,M,W
101405062,32,M,W
101405152,41,F,H
101405153,30,M,H
101405159,26,F,W
101405186,59,M,W
101412021,30,F,B
131117441,24,M,B
101405396,19,M,H
101405478,20,F,B
101405487,48,M,W
101405599,29,M,W
131117491,38,M,B
101405735,59,M,W
101405795,58,M,W
131117503,36,F,W
101405851,40,M,W
101405854,20,M,O
101405871,50,M,W
101405880,27,F,W
131117552,45,F,W
101405957,28,F,H
101405999,19,F,H
101406024,51,M,W
101406039,38,M,W
101406158,33,M,W
101406191,33,M,H
101406226,17,M,H
101406246,32,M,H
101406294,28,F,H
101406368,41,M,W
101406373,21,F,W
131117645,46,F,W
101406649,64,M,W
101406655,41,M,W
101406713,76,F,W
101406732,46,F,B
101406759,16,M,H
101406760,23,F,B
101406821,17,F,W
101406885,53,M,W
131117690,19,F,H
101406909,48,M,W
101406925,18,M,W
101406971,20,F,B
101406987,44,M,H
101407065,17,F,O
101407173,19,F,W
101407184,29,M,W
101407339,49,M,W
131117767,18,M,H
131117768,48,F,H
101407387,16,M,W
101407462,41,F,A
101407463,43,F,W
101407513,43,F,W
101407530,32,M,W
101407623,40,M,H
101407624,26,M,H
101407765,33,M,H
101407772,15,M,H
101407865,36,F,H
101407879,34,M,W
101408058,43,F,W
101408071,50,M,B
101408090,28,M,H
101408158,18,F,W
101408170,14,M,H
101408177,51,M,H
101408238,53,M,O
101408264,14,M,H
101408299,46,M,W
101408358,75,F,W
101408484,33,F,B
101408501,56,F,B
101408521,29,F,B
101408537,47,M,W
131117983,18,M,H
101408582,27,M,A
101408595,47,M,W
101408634,24,F,W
101408636,39,F,B
131118017,31,F,W
101408715,23,M,H
101408821,20,M,H
101408864,44,M,H
101408890,30,M,W
101408892,66,M,W
101408906,18,M,H
101408947,29,M,W
101408951,47,M,W
101408990,30,M,W
131118072,21,F,H
101409023,38,M,B
101409043,51,M,W
101409153,43,M,H
101409200,19,M,H
131118152,52,M,W
101409454,48,F,W
101409457,47,M,B
101409458,37,M,H
101409486,24,M,B
101409488,26,F,O
101409520,18,F,B
101409544,25,M,H
101409557,54,F,B
101409574,18,F,B
101409575,18,F,B
131118209,27,F,H
101409666,28,M,W
101409701,21,M,H
101409787,23,M,B
101409918,16,M,W
131118255,50,M,H
101409931,26,F,B
101409932,44,F,W
101409984,55,M,A
101409991,18,M,H
101409992,36,F,W
131118298,37,F,H
101410040,42,F,H
131118306,47,M,B
101410113,26,M,H
131118314,17,M,W
101410120,53,F,W
101410161,28,M,W
101410176,52,M,W
101410239,15,M,B
131118359,50,M,H
101410320,57,M,W
101410324,53,M,B
101410345,58,M,W
101410349,21,M,H
101410385,49,M,W
131118395,23,F,W
101410499,24,F,W
131118416,25,M,H
101410581,28,F,H
101410658,32,M,W
101410834,13,M,H
101410839,17,M,B
101410949,27,M,B
101411116,14,F,B
101411172,44,M,W
101411260,26,F,W
101411624,12,M,H
101411704,19,M,B
101411823,25,M,H
101411854,19,M,B
101411898,20,F,H
101411914,50,F,W
101411926,53,F,B
101411929,48,M,H
101411930,18,M,H
101411974,15,F,B
101412106,19,M,B
101412113,34,F,W
101412285,28,M,H
131118759,18,M,H
101412368,24,M,O
131118812,23,F,W
101412589,50,M,B
101412645,12,F,H
101412825,43,M,H
101412841,51,M,B
101412863,37,F,W
131118919,27,M,H
131118920,12,M,H
101412967,54,F,B
101413168,39,M,H
101413209,49,M,O
101413233,22,M,W
131118981,19,M,H
101413251,44,M,O
101413382,19,M,H
101413407,42,M,W
101413482,48,M,H
101413695,48,M,W
101413569,49,F,W
101413583,51,M,B
131119045,40,F,W
101413742,36,M,H
101413743,17,M,B
101413780,23,F,H
101413787,22,F,H
101413837,50,F,W
101413844,66,M,O
101413885,13,M,H
101413917,22,M,H
101413941,41,M,W
101414012,25,F,H
101414038,12,M,H
101414054,46,F,W
101414074,28,M,W
101414075,13,M,H
101414086,18,M,W
101414089,22,F,B
131119133,21,M,H
101414115,47,F,W
101414148,39,M,W
131119162,23,M,H
101414305,19,F,W
101414339,20,F,B
101414347,22,F,W
131119191,28,M,O
101414527,24,M,W
101414535,38,F,W
101414605,20,M,H
101414628,22,F,A
131119253,31,M,H
101414790,70,M,O
101414852,13,F,H
101414903,19,M,H
101414911,22,F,W
101414924,57,M,W
101414957,32,M,W
101414961,21,F,H
131119335,22,F,H
101415179,46,M,B
101415183,31,F,W
101415206,45,F,H
101415209,16,F,H
131119354,25,F,H
101415259,51,M,W
101415334,21,M,B
101415379,40,M,B
131119375,51,M,H
101415436,27,M,B
101415510,23,M,B
101415451,40,F,W
101415520,44,M,H
101415529,42,M,H
101415573,56,M,W
131119387,35,M,O
131119409,38,F,O
101415672,50,F,O
101415743,51,F,H
101415744,41,M,W
101415889,25,F,W
101416003,15,M,B
101416089,20,F,H
101416091,36,M,H
101416098,21,M,B
101416099,21,M,B
101416103,14,F,H
131119503,17,M,H
131119515,36,M,H
101416259,14,M,W
101416290,29,M,H
101416334,20,M,H
101416406,29,M,W
101416412,61,M,W
101416481,27,M,H
101416526,62,M,B
101416531,19,F,H
101416546,46,M,B
101416608,24,M,O
131119616,17,M,H
101416648,45,M,W
101416712,33,M,H
101416736,37,M,H
101416768,19,F,B
101416775,25,F,H
101416823,50,M,W
101416884,34,M,W
101416952,16,F,H
101416953,16,F,H
101416969,54,M,W
101416971,27,M,W
101417000,55,M,H
101417012,39,M,B
101417015,54,M,W
101417104,37,F,O
101417134,50,M,H
101417158,40,M,W
101417178,38,M,W
101417242,14,F,H
101417271,38,F,W
101417272,28,F,W
101417348,30,M,W
101417442,21,M,W
101417499,40,M,W
101417560,58,F,W
101417564,53,M,O
101417593,45,M,O
131119809,39,M,H
101417801,38,F,H
101417921,30,M,H
101417936,61,M,H
101418041,14,F,B
101417990,27,M,W
101417997,43,M,W
131119875,26,M,W
101418074,46,M,W
101418086,17,F,H
101418331,62,M,O
101418336,38,M,W
101418421,35,M,H
101418428,21,M,W
131119969,47,M,H
101418572,20,F,O
101418659,43,M,W
131120039,63,F,F
101418698,58,M,W
131120047,20,F,H
101418840,24,M,O
101418841,22,F,O
131120076,32,M,H
101418933,27,M,W
101418953,32,F,H
101418954,27,M,W
131120130,22,F,H
101419276,37,F,B
101419309,48,M,W
101419349,16,M,W
101419363,31,M,W
101419384,35,M,H
101419393,59,M,W
131120187,36,F,H
101419435,65,M,W
101419449,20,M,H
131120196,50,F,H
101419475,35,M,W
101419564,15,F,H
131120236,58,M,H
101419573,27,M,W
131120237,25,M,H
101419587,41,M,W
101419637,42,M,A
101419702,34,M,W
131120301,18,M,H
101419906,55,M,W
101420017,22,F,X
101420064,55,M,H
101420153,18,M,B
131120377,54,M,H
101420223,65,M,W
101420399,17,M,B
101420502,39,M,W
131120477,24,M,W
101420604,50,F,W
101420720,40,M,W
101420725,60,F,W
101420732,41,M,W
131120530,45,M,B
101420861,33,M,H
131120549,41,F,H
101420921,32,F,H
101420933,27,F,B
101420975,22,F,W
101420979,19,M,H
101421105,41,F,W
101421107,39,F,W
101421125,17,M,W
101421220,20,F,O
101421416,61,M,H
101421426,38,M,W
101421458,30,M,W
101421460,40,M,H
101421523,43,M,W
101421538,48,F,W
101421761,32,M,W
131120688,54,M,H
101421896,37,M,W
131120743,34,M,H
101422114,73,F,W
101422116,46,M,H
101422548,31,M,W
101422585,27,M,W
101422691,27,F,W
101422778,33,F,B
101422823,24,M,B
101422981,48,M,W
101422983,27,F,H
101423007,41,F,H
131120880,44,M,H
101423050,54,M,W
101423296,46,M,B
101423316,28,M,O
131120947,24,F,H
101423342,40,F,B
101423443,44,M,W
131120982,16,F,H
101423566,18,M,H
101423795,56,M,W
101423899,52,F,W
101423900,53,M,W
101423907,34,M,W
101423918,21,F,W
131121050,50,F,W
101424112,20,F,A
131121097,32,M,H
101424379,62,F,W
131121143,31,F,W
131121155,30,M,A
131121156,30,F,O
131121164,27,M,H
101424629,21,M,W
131121215,22,F,O
101424762,21,F,W
101424828,45,M,B
101425048,57,M,W
101425049,58,F,W
101425108,48,F,W
101425122,12,M,H
131121322,49,M,W
101425232,53,M,W
101425276,40,M,W
101425295,30,F,W
101425305,20,F,H
101425448,59,F,B
101425455,50,F,H
101425495,36,M,W
131121385,25,F,H
101425692,32,M,W
101425751,13,F,H
101425845,52,M,B
101425871,55,F,W
101425914,22,F,W
101425935,46,F,W
101426006,18,F,H
101426028,28,M,H
101426036,23,F,O
131121475,24,F,H
101426089,16,M,H
101426128,49,F,W
101426183,40,M,W
101426376,65,M,B
101426382,45,F,W
101426414,23,F,B
131121581,44,M,W
101426523,39,F,B
101426524,54,M,W
101426624,36,M,H
101426811,26,M,W
101426814,60,M,H
101427020,46,M,B
101427057,57,F,H
131121719,49,M,B
101427281,18,M,B
101427368,27,F,H
101427397,45,F,H
131121763,23,F,H
101427468,39,M,O
101427478,20,M,H
101427486,17,M,X
101427523,38,F,H
101427524,28,M,W
101427536,20,M,H
101427608,57,F,W
101427623,32,F,O
101427624,26,F,O
101427766,28,F,H
101427779,20,F,H
101427955,27,M,O
131121894,23,F,H
101428215,42,M,H
101428345,16,F,O
131121969,30,M,B
131121970,20,F,H
101428536,27,F,W
101428557,49,M,W
101428650,53,M,W
131121997,20,M,H
101428777,18,F,W
131122018,24,M,W
101500512,28,M,H
101500551,22,F,B
101500625,23,F,B
101500653,67,M,H
101500668,45,M,H
101500681,31,M,B
101500688,35,F,O
101500704,43,F,H
101500725,40,M,B
101500938,18,F,B
101500788,47,F,O
131200511,24,F,B
101500808,20,M,O
101500850,14,F,H
101500924,16,M,H
131200571,44,M,B
131200585,36,M,B
101500943,36,M,H
131200586,27,M,B
131200596,44,M,B
101500964,25,F,H
101500966,19,M,H
101500979,22,M,H
101500987,32,M,W
131322930,17,F,B
101500999,18,M,H
101501048,53,M,H
131322931,48,M,H
101501073,23,M,H
101501097,19,F,H
101501101,61,M,W
131200651,15,F,H
101501125,32,F,H
101501129,52,F,H
101501134,40,F,W
131200659,46,F,H
131200672,29,F,B
101501163,16,M,H
101501207,20,F,H
131200692,20,F,H
131200693,21,F,B
131200708,25,M,H
101501300,20,F,H
101501305,22,M,H
101501314,17,M,H
131200719,25,F,B
131200721,44,F,H
131200725,23,M,H
101501369,26,F,H
131200743,17,F,B
101501386,19,M,H
131200745,30,M,H
101501429,40,M,W
101501434,22,M,B
101501437,20,M,H
101501440,57,M,H
101501454,49,M,H
101501455,18,M,H
131200762,19,M,H
131200765,26,M,H
131200766,33,M,H
101501481,28,F,H
101501482,50,F,H
131200767,27,M,H
101501507,14,M,B
101501516,23,F,W
101501524,25,F,B
131200780,38,F,B
101501547,20,M,B
131200794,54,F,H
101501588,29,M,H
131200817,18,F,B
101501627,20,F,W
101501602,20,F,W
101501648,36,M,O
101501649,24,F,H
131200833,27,M,B
131200835,30,F,B
131200840,18,M,B
131200841,17,M,B
101501698,19,M,H
131200842,25,F,B
101501712,41,M,H
101501714,35,M,H
101501717,16,M,H
131200843,16,M,B
101501730,50,F,W
131200844,13,M,B
101501766,30,M,W
101501779,21,F,W
131200856,47,F,B
101501788,65,F,H
131200866,49,F,B
131200867,35,F,B
131200868,32,M,B
131200869,38,F,B
101501842,19,M,H
131200890,43,F,B
131200891,12,M,W
101501931,28,F,W
101501944,17,F,H
131200911,20,F,B
101504043,29,M,H
101504073,19,F,H
101504080,50,M,H
101504082,27,F,H
101504095,28,F,W
131200961,21,F,B
101504176,46,F,H
101504210,29,F,H
101504212,28,F,W
131200970,52,M,O
131200979,24,F,B
101504330,35,M,H
101504373,17,F,H
131204054,24,F,B
101504382,22,F,H
131204062,27,F,B
131204066,15,F,B
131204068,13,M,H
101504451,22,M,H
131204071,32,M,B
131204075,24,M,H
131204106,38,F,H
131204154,19,M,B
101504742,35,F,W
101504743,30,M,W
131204165,12,M,H
131204175,27,F,B
131204189,23,F,B
131204191,16,M,H
101504893,23,M,W
101504946,27,M,W
101504951,71,M,W
131204211,23,M,B
101504985,19,M,H
131204214,19,M,H
101505080,27,F,H
101505081,38,F,H
101505097,63,M,H
131204249,21,M,B
131204259,55,F,W
131204275,26,M,H
131204281,60,F,H
131204282,22,M,H
131204283,16,M,B
101505270,22,M,H
101505279,43,F,H
131204284,24,M,B
101505343,40,F,H
101505380,44,M,O
101505403,20,F,H
131204340,48,M,B
131204348,42,M,H
101505508,56,M,W
101505552,34,F,W
131204381,18,F,B
101505696,18,M,B
131204406,63,F,B
131204413,27,M,B
101505848,49,M,W
131204448,39,F,B
101505870,17,M,H
101505871,48,M,B
131204453,20,F,B
101505942,33,M,H
101506073,81,F,W
131204516,38,F,B
131204517,32,F,B
131204522,20,F,B
131204527,31,F,B
101506252,44,M,B
101506262,30,M,H
101506291,19,M,H
101506293,23,M,W
131204590,50,F,B
131204606,17,F,B
131204627,27,F,B
101506635,21,M,H
131204647,12,M,X
101506661,65,M,H
101506678,23,F,H
131204654,45,F,B
101506735,46,M,A
101506777,22,F,B
101506810,22,M,B
101506811,26,M,B
101506821,48,M,W
101506834,43,F,H
131204741,18,F,B
101507039,32,F,H
101507064,47,M,W
131204763,42,F,B
101507089,14,M,W
131204780,26,M,B
101507144,24,M,W
101507147,16,F,H
101507149,50,M,H
101507161,29,M,H
101507185,25,M,H
101507196,41,F,H
101507199,44,M,H
101507214,32,M,H
101507274,25,M,H
131204826,24,M,O
101507287,25,M,H
131204831,19,F,O
131204832,17,F,B
131323008,37,M,H
101507385,23,F,B
101507437,46,M,O
101507445,22,F,H
101507458,18,M,H
101507459,19,M,H
101507460,16,M,W
101507461,65,F,W
131204864,24,F,H
131204883,12,M,O
131204892,31,M,H
131204893,36,F,B
131204899,23,F,B
101507775,42,M,W
101507937,44,F,H
131204984,30,F,B
131204988,38,M,H
101507973,24,F,H
101507996,28,M,W
101508044,53,M,W
101508045,21,M,W
101508060,16,M,H
131205011,19,F,B
131205013,42,F,H
101508082,15,F,H
101508293,17,M,H
131205050,20,F,B
101508328,21,M,H
101508391,36,F,W
131205057,14,M,B
131205062,21,F,B
131205066,40,M,H
101508479,22,M,W
131205070,15,M,H
101508517,30,M,O
101508569,48,M,W
101508574,63,M,O
131205095,40,M,H
101508654,34,F,H
101508704,40,M,H
101508705,31,F,H
101508723,17,M,H
101508840,62,M,W
131205149,57,M,B
101508926,43,M,H
131205186,37,F,B
101509057,52,M,H
131205188,22,F,H
101509113,19,M,W
101509114,19,M,W
101509128,56,M,W
131205213,15,M,H
101509177,15,F,H
131205225,21,F,B
101509285,40,F,O
131205233,22,M,B
101509442,18,F,H
101509444,18,F,W
131205263,70,M,B
131205279,12,M,H
101509511,14,M,W
101509533,17,F,H
131205291,26,F,B
131205294,30,M,H
131205296,19,F,B
101509693,22,F,P
101509796,47,F,H
131205322,20,F,B
131205323,43,M,B
131205325,54,F,B
101510012,21,F,H
101510025,63,M,H
131205364,31,F,H
131205385,50,F,B
131205399,48,F,B
101510232,12,F,H
101510258,24,M,O
101510322,30,F,B
101510375,19,F,H
101510403,16,M,H
101510404,31,M,H
101510459,25,M,B
101510496,29,M,W
131205455,20,F,B
131205465,19,F,B
101510573,41,M,B
101510723,15,F,H
101510758,41,M,W
131205498,16,M,H
131205503,20,F,B
101510957,23,M,W
101510964,17,M,H
131205511,17,F,H
131205514,23,F,H
101511053,29,M,H
131205526,13,F,H
131205529,43,F,B
131205531,52,M,B
131205532,19,F,B
101511085,23,F,W
131205534,14,F,B
131205537,13,F,B
101511091,17,F,B
101511094,25,M,H
101511111,23,M,H
101511677,20,M,H
101511544,15,M,H
101511659,23,F,H
131205631,20,F,B
101511695,14,M,H
101511699,47,F,H
131205640,10,M,H
101511791,27,M,W
101511796,18,F,H
131205658,13,F,B
101511811,27,F,H
101511814,28,F,B
101511845,46,F,W
101511851,17,F,H
131205680,17,F,B
101511930,11,M,W
131205705,17,F,B
101512039,53,F,W
101512064,33,F,W
131205713,28,M,H
101512088,40,M,H
131205717,28,F,H
131205722,50,M,B
101512158,41,F,H
101512166,27,M,W
131205741,37,M,H
101512197,46,M,W
101512240,43,F,H
101512264,12,F,H
101512308,40,F,H
131205754,22,M,H
131205755,29,M,H
131205760,31,F,B
101512371,16,M,H
101512445,30,M,W
101512446,15,M,W
131205769,39,M,B
101512472,58,M,W
131205773,27,F,H
101512569,45,F,H
131205798,15,M,H
101512639,43,M,H
101512645,21,M,B
131205805,13,M,H
101512699,20,M,W
101512700,20,M,X
101512709,48,M,H
101512713,16,M,H
101512744,57,M,B
101512782,17,F,H
101512820,29,M,W
101512867,40,M,H
131205821,22,F,B
101512929,70,F,W
101512980,28,F,B
131205839,46,M,H
101512988,26,M,W
131205852,32,F,B
101513033,28,M,O
101513212,20,M,H
101513266,40,F,H
101513269,25,M,W
131205911,20,M,H
131205912,27,M,H
131205913,35,M,H
101513297,18,M,H
101513298,18,F,H
101513299,20,M,H
101513311,34,F,H
101513341,27,F,A
101513375,49,M,H
101513421,26,M,W
131205974,16,M,B
101513470,21,F,H
101513482,32,M,B
101513488,19,F,O
131205988,44,M,H
101513514,49,M,W
131206005,44,F,H
131206007,33,F,B
101513612,31,F,H
101513633,18,F,H
101513634,55,F,W
101513650,50,M,W
131206033,51,M,H
131206043,49,M,B
131206049,24,F,H
101513795,48,F,W
101513828,26,F,H
101513831,31,F,H
101513907,51,M,H
101513961,18,M,H
101513965,34,M,W
101513995,16,M,H
101513998,14,F,H
101514015,21,M,H
131206098,36,M,H
131206099,48,M,H
101514138,66,M,W
101514161,34,M,O
131206149,20,F,B
131206154,28,M,H
131206178,19,F,B
131206185,31,F,B
131206194,33,F,B
131321779,43,F,H
101514383,12,F,H
101514417,26,M,W
101514407,24,F,H
131206222,51,M,H
131206233,32,F,B
131206234,33,M,B
101514554,30,M,W
101514566,30,M,H
131206244,55,M,B
101514617,14,M,H
101514685,14,F,H
131206260,70,M,B
131206265,19,F,B
101514707,35,F,H
131206276,41,M,B
131206287,19,F,H
101514921,29,M,B
101514960,34,M,W
131206332,15,F,B
101515003,35,M,H
101515027,34,F,H
101515049,33,F,B
131206336,19,F,B
101515158,21,M,O
101515195,22,M,H
131206348,40,M,B
131206353,32,F,B
131206372,18,M,B
131206383,28,M,H
101515337,36,M,B
101515342,21,F,B
131206397,57,M,H
101515413,16,M,H
101515428,24,F,H
131206399,43,M,H
101515451,37,M,H
131206431,20,F,B
101515515,50,M,H
131206432,20,F,W
101515541,66,M,H
101515551,40,F,W
101515797,23,F,H
101515798,30,M,O
131206478,19,F,H
131206483,19,F,B
101515837,18,M,H
131206484,22,M,B
101515882,52,F,H
101515928,30,M,H
131206503,37,F,B
131206518,18,F,H
101515999,12,F,H
131206542,24,M,B
131206550,24,F,B
101516139,23,M,H
131206579,21,M,B
101516178,75,M,H
101516211,45,M,W
101516271,34,M,W
101516277,11,M,H
131206595,12,M,W
131206596,12,M,W
101516286,39,F,W
131206597,12,M,W
131206598,12,M,H
131206599,51,F,B
101516343,42,F,H
131206639,53,M,B
101516633,39,F,B
101516659,47,M,W
101516770,12,M,W
101516771,59,F,W
131206684,24,F,H
101516819,31,F,W
131206690,24,F,B
101516869,46,M,W
101516953,17,M,O
101517024,52,F,H
101517026,49,F,W
101517052,48,F,B
131206742,35,M,B
101517074,19,M,H
101517160,52,M,H
131206771,40,M,H
131206773,33,F,H
101517211,38,M,H
101517313,18,F,W
131206828,22,F,B
101517466,42,M,W
131206841,51,F,B
101517562,21,F,H
101517605,39,M,H
131206899,15,F,H
101517781,18,M,H
101517818,56,M,H
101517831,53,M,W
131206928,35,M,H
131206936,14,F,H
101517895,44,F,H
101517900,59,M,W
101517927,20,F,W
101517947,68,F,W
131206961,50,M,B
131206964,49,M,H
131206965,25,F,H
131206966,46,F,H
101518055,16,M,W
101518103,23,M,H
101518129,53,M,H
101518138,10,M,H
131206989,17,M,B
131206994,56,F,B
131207005,27,M,H
131207013,42,M,H
131207021,50,M,H
